parcel_id,crop_code,crop_name,province,agri_zone,area_tier,area_mu,area_ha,area_m2,perimeter_m,compactness,machinery_suitability,dominant_purity,mean_confidence,center_lon,center_lat,center_utm_x,center_utm_y
P0114,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),716.86,47.7904,477904.4,7695.6,0.101,中/碎 (建议并块平整),0.904,0.528,-99.135755,22.6320805,486050.19,2502798.48
P0115,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),716.86,47.7904,477904.4,12460.2,0.039,中/碎 (建议并块平整),0.951,0.596,-101.3926966,21.5154863,252140.67,2381098.5
P0116,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),716.86,47.7904,477904.4,7061.1,0.12,中/碎 (建议并块平整),0.964,0.482,-100.8341934,21.117211,309499.42,2336218.61
P0117,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),716.86,47.7904,477904.4,7889.2,0.096,中/碎 (建议并块平整),0.976,0.653,-101.7543126,22.5743224,216779.05,2499013.28
P0118,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),716.86,47.7904,477904.4,11058.7,0.049,中/碎 (建议并块平整),0.976,0.557,-99.2459567,22.3683181,474678.17,2473616.21
P0119,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),715.51,47.7004,477004.4,8457.6,0.084,中/碎 (建议并块平整),0.842,0.491,-100.3078408,23.9745489,366944.17,2652025.87
P0120,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),715.51,47.7004,477004.4,8456.1,0.084,中/碎 (建议并块平整),0.904,0.642,-101.9967984,21.2574668,188978.29,2353593.49
P0121,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),715.51,47.7004,477004.4,8249.3,0.088,中/碎 (建议并块平整),0.985,0.462,-101.9427028,21.2361902,194552.37,2351130.71
P0122,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),715.51,47.7004,477004.4,10772.5,0.052,中/碎 (建议并块平整),0.968,0.595,-101.6876342,22.1740556,222846.75,2454547.29
P0123,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),714.16,47.6104,476104.4,11320.0,0.047,中/碎 (建议并块平整),0.934,0.571,-100.4211848,22.4487973,353759.47,2483196.57
P0124,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),714.16,47.6104,476104.4,7533.2,0.105,中/碎 (建议并块平整),0.968,0.466,-101.4072332,22.0782395,251607.1,2443449.11
P0125,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),714.16,47.6104,476104.4,7036.6,0.121,中/碎 (建议并块平整),0.883,0.506,-101.3600366,22.0810719,256484.0,2443686.59
P0126,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),714.16,47.6104,476104.4,9189.7,0.071,中/碎 (建议并块平整),0.902,0.64,-101.2571409,21.7945048,266637.82,2411789.03
P0127,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),714.16,47.6104,476104.4,8675.2,0.079,中/碎 (建议并块平整),0.922,0.584,-101.4285556,23.3649522,251740.73,2586008.25
P0128,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),714.16,47.6104,476104.4,13252.1,0.034,中/碎 (建议并块平整),0.947,0.603,-99.6915067,23.0238744,429144.6,2546329.89
P0129,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),714.16,47.6104,476104.4,9170.4,0.071,中/碎 (建议并块平整),0.975,0.475,-99.633153,22.1214799,434700.26,2446409.05
P0130,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),712.81,47.5204,475204.3,9359.5,0.068,中/碎 (建议并块平整),0.989,0.662,-101.549618,21.8447063,236477.39,2417820.96
P0131,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),712.81,47.5204,475204.3,9844.9,0.062,中/碎 (建议并块平整),0.973,0.464,-100.7016667,21.2300188,323400.88,2348554.62
P0132,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),712.81,47.5204,475204.3,11848.8,0.043,中/碎 (建议并块平整),0.975,0.623,-101.2374678,21.6711841,268474.97,2398102.35
P0133,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),712.81,47.5204,475204.3,7604.0,0.103,中/碎 (建议并块平整),0.958,0.461,-99.2612209,22.5545281,473142.58,2494231.02
P0134,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),712.81,47.5204,475204.3,8689.4,0.079,中/碎 (建议并块平整),0.979,0.573,-99.9949926,23.4088475,398337.81,2589130.96
P0135,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),712.81,47.5204,475204.3,10335.1,0.056,中/碎 (建议并块平整),0.953,0.689,-101.1965531,21.8463906,272986.08,2417444.54
P0136,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),712.81,47.5204,475204.3,13203.0,0.034,中/碎 (建议并块平整),0.939,0.503,-100.1468528,22.2469054,381821.23,2460604.17
P0137,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),711.46,47.4304,474304.3,12374.7,0.039,中/碎 (建议并块平整),0.958,0.611,-101.6285233,22.3512941,229286.96,2474073.7
P0138,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),711.46,47.4304,474304.3,12342.0,0.039,中/碎 (建议并块平整),0.958,0.519,-101.6136067,21.6271163,229452.93,2393830.26
P0139,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),711.46,47.4304,474304.3,8134.4,0.09,中/碎 (建议并块平整),0.939,0.472,-101.0532817,21.6439139,287500.16,2394818.88
P0140,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),711.46,47.4304,474304.3,8874.1,0.076,中/碎 (建议并块平整),0.966,0.479,-101.9552423,22.0957513,195064.98,2446385.27
P0141,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),711.46,47.4304,474304.3,13677.4,0.032,中/碎 (建议并块平整),0.991,0.605,-101.3908614,22.2739788,253638.82,2465102.15
P0142,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),711.46,47.4304,474304.3,8425.5,0.084,中/碎 (建议并块平整),0.949,0.539,-100.8565722,21.3767909,307512.14,2364986.06
P0143,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),711.46,47.4304,474304.3,7307.0,0.112,中/碎 (建议并块平整),0.954,0.469,-101.5596512,22.0616845,235841.55,2441871.88
P0144,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),711.46,47.4304,474304.3,8589.1,0.081,中/碎 (建议并块平整),0.934,0.475,-101.3940118,22.0603801,252940.86,2441449.56
P0145,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),711.46,47.4304,474304.3,9510.9,0.066,中/碎 (建议并块平整),0.968,0.735,-101.9315268,22.1152627,197555.26,2448499.62
P0146,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),711.46,47.4304,474304.3,5936.7,0.169,中/碎 (建议并块平整),0.975,0.476,-100.8893401,22.2102164,305244.07,2457309.37
P0147,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),710.11,47.3404,473404.3,6285.4,0.151,中/碎 (建议并块平整),0.998,0.463,-101.7402234,21.9907508,217055.34,2434338.12
P0148,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),710.11,47.3404,473404.3,8825.9,0.076,中/碎 (建议并块平整),0.909,0.547,-101.7582714,21.1327797,213507.96,2339330.4
P0149,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),710.11,47.3404,473404.3,6661.7,0.134,中/碎 (建议并块平整),0.983,0.486,-100.7206472,21.6533274,321945.3,2395442.7
P0150,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),708.76,47.2504,472504.3,5861.5,0.173,中/碎 (建议并块平整),0.964,0.59,-100.9803538,23.924908,298432.26,2647325.91
P0151,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),708.76,47.2504,472504.3,8661.2,0.079,中/碎 (建议并块平整),0.958,0.491,-100.9337393,21.4951287,299671.0,2378185.53
P0152,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),708.76,47.2504,472504.3,6575.1,0.137,中/碎 (建议并块平整),0.99,0.405,-99.2874562,22.7757104,470492.52,2518719.98
P0153,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),708.76,47.2504,472504.3,6752.6,0.13,中/碎 (建议并块平整),0.996,0.461,-101.6558042,21.0072815,223924.85,2325248.38
P0154,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),708.76,47.2504,472504.3,8962.6,0.074,中/碎 (建议并块平整),0.926,0.589,-99.1254118,23.8615741,487230.62,2638906.66
P0155,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),707.41,47.1604,471604.3,7465.8,0.106,中/碎 (建议并块平整),0.947,0.595,-101.0767439,22.6879333,286652.97,2510466.55
P0156,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),707.41,47.1604,471604.3,11100.2,0.048,中/碎 (建议并块平整),0.935,0.651,-100.2989663,23.9495587,367821.65,2649250.29
P0157,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),707.41,47.1604,471604.3,9031.1,0.073,中/碎 (建议并块平整),0.935,0.518,-101.8052794,21.254753,208861.88,2352927.45
P0158,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),706.06,47.0704,470704.3,9405.8,0.067,中/碎 (建议并块平整),0.989,0.477,-100.8412568,21.1131309,308760.39,2335775.36
P0159,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),706.06,47.0704,470704.3,8087.9,0.09,中/碎 (建议并块平整),0.956,0.51,-101.7417703,21.1924728,215337.17,2345912.86
P0160,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),704.71,46.9804,469804.3,11150.0,0.047,中/碎 (建议并块平整),0.973,0.627,-101.4131567,21.8998583,250683.86,2423701.82
P0161,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),704.71,46.9804,469804.3,7085.6,0.118,中/碎 (建议并块平整),0.858,0.624,-100.2495087,23.7486074,372658.6,2626953.59
P0162,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),704.71,46.9804,469804.3,6855.5,0.126,中/碎 (建议并块平整),0.973,0.467,-101.2260493,21.5616696,269483.28,2385957.47
P0163,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),704.71,46.9804,469804.3,5332.5,0.208,中/碎 (建议并块平整),0.931,0.47,-101.5747429,21.8628028,233912.82,2419868.68
P0164,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),703.36,46.8904,468904.3,7685.3,0.1,中/碎 (建议并块平整),0.994,0.473,-101.4486841,21.0187539,245485.03,2326174.72
P0165,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),703.36,46.8904,468904.3,10323.5,0.055,中/碎 (建议并块平整),0.969,0.562,-101.3536684,22.975802,258701.98,2542776.4
P0166,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),703.36,46.8904,468904.3,4979.7,0.238,中/碎 (建议并块平整),0.762,0.607,-100.1644212,23.6937113,381281.28,2620801.61
P0167,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),703.36,46.8904,468904.3,6060.5,0.16,中/碎 (建议并块平整),0.931,0.564,-99.752558,22.4643579,422574.18,2484420.63
P0168,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),703.36,46.8904,468904.3,6298.9,0.149,中/碎 (建议并块平整),0.944,0.622,-99.7975717,22.3547167,417878.39,2472307.38
P0169,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),703.36,46.8904,468904.3,11611.4,0.044,中/碎 (建议并块平整),0.946,0.542,-99.7551263,23.0511931,422641.15,2549386.45
P0170,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),703.36,46.8904,468904.3,6564.2,0.137,中/碎 (建议并块平整),0.99,0.464,-100.7593682,21.2524057,317438.82,2351098.7
P0171,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),703.36,46.8904,468904.3,9534.5,0.065,中/碎 (建议并块平整),0.95,0.557,-101.9239217,22.6805572,199559.31,2511115.98
P0172,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),702.01,46.8004,468004.3,10230.6,0.056,中/碎 (建议并块平整),0.969,0.424,-101.7377521,22.6238636,218583.71,2504470.27
P0173,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),702.01,46.8004,468004.3,12125.2,0.04,中/碎 (建议并块平整),0.973,0.643,-101.9021627,22.4484685,201296.24,2485357.91
P0174,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),702.01,46.8004,468004.3,7711.1,0.099,中/碎 (建议并块平整),0.756,0.49,-100.9317073,21.6906524,300150.29,2399832.62
P0175,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),702.01,46.8004,468004.3,5743.8,0.178,中/碎 (建议并块平整),0.99,0.498,-101.6287281,21.0049531,226736.7,2324943.9
P0176,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),700.66,46.7104,467104.3,8346.2,0.084,中/碎 (建议并块平整),0.898,0.559,-101.5933731,22.4809129,233156.88,2488369.11
P0177,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),700.66,46.7104,467104.3,13010.7,0.035,中/碎 (建议并块平整),0.975,0.502,-101.5449611,22.4514733,238085.16,2485022.57
P0178,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),700.66,46.7104,467104.3,8351.5,0.084,中/碎 (建议并块平整),0.954,0.383,-100.9949631,22.6528424,295004.71,2506465.26
P0179,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),700.66,46.7104,467104.3,11338.8,0.046,中/碎 (建议并块平整),1.0,0.473,-101.8668805,22.5145836,205070.09,2492612.98
P0180,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),699.31,46.6204,466204.3,6841.4,0.125,中/碎 (建议并块平整),0.9,0.642,-101.9386684,22.2883644,197190.02,2467692.39
P0181,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),699.31,46.6204,466204.3,7747.1,0.098,中/碎 (建议并块平整),0.992,0.642,-101.6170859,22.9103148,231554.68,2535979.51
P0182,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),699.31,46.6204,466204.3,10118.4,0.057,中/碎 (建议并块平整),0.94,0.631,-101.6198779,22.3692667,230212.46,2476049.07
P0183,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),699.31,46.6204,466204.3,4483.5,0.291,良 (基本适机),0.886,0.391,-99.1206067,22.2234917,487570.47,2457569.64
P0184,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),697.96,46.5304,465304.3,7860.9,0.095,中/碎 (建议并块平整),0.919,0.7,-100.7646692,21.3125704,316963.12,2357766.0
P0185,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),697.96,46.5304,465304.3,9657.7,0.063,中/碎 (建议并块平整),0.493,0.564,-101.8059585,22.1310874,210550.11,2450008.19
P0186,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),696.61,46.4404,464404.2,11007.0,0.048,中/碎 (建议并块平整),0.998,0.465,-99.811456,22.4123616,416483.15,2478696.25
P0187,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),696.61,46.4404,464404.2,6508.2,0.138,中/碎 (建议并块平整),0.99,0.548,-99.6981093,22.0455795,427962.33,2438036.71
P0188,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),696.61,46.4404,464404.2,4358.1,0.307,良 (基本适机),0.967,0.563,-99.0046162,23.8556641,499529.96,2638246.7
P0189,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),696.61,46.4404,464404.2,12487.8,0.037,中/碎 (建议并块平整),0.953,0.589,-101.1904032,21.5612842,273175.31,2385862.46
P0190,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),696.61,46.4404,464404.2,8747.2,0.076,中/碎 (建议并块平整),0.969,0.58,-101.0655733,21.6869253,286291.09,2399598.59
P0191,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),696.61,46.4404,464404.2,10712.8,0.051,中/碎 (建议并块平整),0.967,0.667,-100.7264521,21.3613704,320987.27,2363124.94
P0192,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),695.26,46.3504,463504.2,11605.4,0.043,中/碎 (建议并块平整),0.852,0.592,-100.4898844,21.3430152,345501.72,2360842.03
P0193,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),695.26,46.3504,463504.2,5066.0,0.227,中/碎 (建议并块平整),0.852,0.677,-99.0881191,23.7311145,491018.79,2624460.47
P0194,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),695.26,46.3504,463504.2,8858.1,0.074,中/碎 (建议并块平整),0.959,0.467,-101.4459461,22.1210406,247686.91,2448253.43
P0195,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),695.26,46.3504,463504.2,10586.3,0.052,中/碎 (建议并块平整),0.977,0.624,-101.3334833,22.2759165,259556.91,2465224.28
P0196,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),695.26,46.3504,463504.2,8420.2,0.082,中/碎 (建议并块平整),0.858,0.673,-101.9351623,22.2246263,197414.39,2460623.57
P0197,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),695.26,46.3504,463504.2,11501.6,0.044,中/碎 (建议并块平整),0.922,0.63,-101.7862073,21.8276661,211976.45,2416357.48
P0198,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),695.26,46.3504,463504.2,8926.0,0.073,中/碎 (建议并块平整),0.996,0.46,-101.5017638,21.7185936,241199.33,2403771.49
P0199,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),695.26,46.3504,463504.2,8410.9,0.082,中/碎 (建议并块平整),0.926,0.614,-101.1734709,21.5444381,274903.33,2383972.39
P0200,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),693.91,46.2604,462604.2,9213.1,0.068,中/碎 (建议并块平整),0.965,0.532,-99.7955747,22.2189211,418004.85,2457274.05
P0201,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),693.91,46.2604,462604.2,7154.9,0.114,中/碎 (建议并块平整),0.946,0.485,-100.9922951,21.6314687,293796.05,2393358.57
P0202,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),693.91,46.2604,462604.2,7349.8,0.108,中/碎 (建议并块平整),0.932,0.559,-101.6724778,23.4783097,227026.87,2599007.68
P0203,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),693.91,46.2604,462604.2,10107.9,0.057,中/碎 (建议并块平整),0.979,0.593,-100.4913828,21.1591848,345154.27,2340492.77
P0204,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),693.91,46.2604,462604.2,5582.0,0.187,中/碎 (建议并块平整),1.0,0.462,-100.7431419,21.4110356,319317.36,2368642.75
P0205,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),692.56,46.1704,461704.2,7348.2,0.107,中/碎 (建议并块平整),0.979,0.463,-101.2055569,22.0702436,272412.23,2442248.44
P0206,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),692.56,46.1704,461704.2,12115.6,0.04,中/碎 (建议并块平整),0.961,0.68,-99.8403755,22.7524072,413718.58,2516356.47
P0207,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),692.56,46.1704,461704.2,4952.1,0.237,中/碎 (建议并块平整),0.965,0.624,-101.9043483,21.0387234,198135.84,2329181.54
P0208,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),692.56,46.1704,461704.2,9084.7,0.07,中/碎 (建议并块平整),0.963,0.422,-100.6728631,23.761085,329522.18,2628778.69
P0209,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),692.56,46.1704,461704.2,7979.5,0.091,中/碎 (建议并块平整),0.982,0.486,-101.8482988,23.5412717,209196.7,2606329.08
P0210,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),692.56,46.1704,461704.2,11940.1,0.041,中/碎 (建议并块平整),0.959,0.573,-101.8075701,22.882379,211946.26,2533245.0
P0211,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),692.56,46.1704,461704.2,11105.5,0.047,中/碎 (建议并块平整),0.982,0.611,-101.6912832,21.0309216,220278.89,2327928.63
P0212,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),691.21,46.0804,460804.2,10848.4,0.049,中/碎 (建议并块平整),0.947,0.631,-100.6810746,21.0902508,325374.46,2333058.0
P0213,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),691.21,46.0804,460804.2,5968.1,0.163,中/碎 (建议并块平整),0.953,0.58,-101.9317155,22.9660382,199386.34,2542762.88
P0214,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),691.21,46.0804,460804.2,7110.3,0.115,中/碎 (建议并块平整),0.939,0.477,-101.7162572,23.0708258,221706.53,2553946.52
P0215,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),691.21,46.0804,460804.2,9918.9,0.059,中/碎 (建议并块平整),0.969,0.486,-101.962737,22.0810854,194259.53,2444775.42
P0216,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),691.21,46.0804,460804.2,11967.7,0.04,中/碎 (建议并块平整),0.881,0.484,-99.369935,21.9508629,461801.66,2427434.28
P0217,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),691.21,46.0804,460804.2,9619.5,0.063,中/碎 (建议并块平整),0.916,0.481,-100.1352861,22.7892659,383468.95,2520639.1
P0218,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),691.21,46.0804,460804.2,8706.7,0.076,中/碎 (建议并块平整),0.959,0.432,-99.4287953,22.8775416,456016.57,2530027.74
P0219,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),691.21,46.0804,460804.2,6620.6,0.132,中/碎 (建议并块平整),0.994,0.463,-100.545659,21.296689,339666.67,2355769.2
P0220,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),689.86,45.9904,459904.2,8914.7,0.073,中/碎 (建议并块平整),0.963,0.547,-99.7507659,22.0404671,422525.71,2437496.59
P0221,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),689.86,45.9904,459904.2,6857.6,0.123,中/碎 (建议并块平整),1.0,0.462,-100.4783716,21.1074984,346452.17,2334758.35
P0222,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),689.86,45.9904,459904.2,6217.6,0.149,中/碎 (建议并块平整),0.871,0.484,-101.9781817,21.6170965,191669.32,2393399.87
P0223,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),689.86,45.9904,459904.2,4992.4,0.232,中/碎 (建议并块平整),0.965,0.462,-101.7170064,21.0103133,217564.97,2325691.28
P0224,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),689.86,45.9904,459904.2,11481.4,0.044,中/碎 (建议并块平整),0.99,0.47,-100.78044,22.0286121,316236.97,2437065.05
P0225,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),689.86,45.9904,459904.2,12852.1,0.035,中/碎 (建议并块平整),0.951,0.535,-100.1667254,22.3435084,379855.87,2471314.4
P0226,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),689.86,45.9904,459904.2,9801.8,0.06,中/碎 (建议并块平整),0.914,0.625,-101.8290326,23.0091304,210013.53,2547330.41
P0227,2,冬小麦,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),688.51,45.9004,459004.2,6733.3,0.127,中/碎 (建议并块平整),0.992,0.478,-100.9073531,21.0841737,301855.09,2332650.17
P0228,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),688.51,45.9004,459004.2,11847.3,0.041,中/碎 (建议并块平整),0.982,0.592,-101.7455082,21.9471789,216422.75,2429521.12
P0229,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),688.51,45.9004,459004.2,7846.6,0.094,中/碎 (建议并块平整),0.982,0.65,-101.5950494,21.8165737,231726.86,2414783.34
P0230,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),688.51,45.9004,459004.2,9748.3,0.061,中/碎 (建议并块平整),0.904,0.575,-101.8495762,21.8658966,205500.26,2420712.76
P0231,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),688.51,45.9004,459004.2,9766.9,0.06,中/碎 (建议并块平整),0.994,0.618,-101.2268335,23.7402611,273015.22,2627246.73
P0232,1,夏玉米,全国重要农区,全国重要农作物优势聚集片区,规范规整农田区 (<10万亩),688.51,45.9004,459004.2,11847.1,0.041,中/碎 (建议并块平整),0.933,0.523,-101.7057254,23.3864498,223437.89,2588894.02
